Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Budget
3,rent,30,34,married,no_rec,fixed,58,128,0,0,600,1098
1,rent,60,27,married,no_rec,partime,75,154,0,0,1500,1517
14,owner,18,32,married,no_rec,fixed,60,215,7000,0,600,1661
1,parents,48,16,single,no_rec,partime,35,164,0,0,1400,1503
14,rent,36,27,married,no_rec,fixed,87,120,0,0,550,750
1,parents,48,18,single,no_rec,fixed,35,165,0,0,1300,1440
18,owner,60,40,single,yes_rec,fixed,35,197,2000,0,1500,1578
13,owner,60,40,married,no_rec,fixed,90,135,4750,3500,1100,1369
30,owner,36,46,married,no_rec,freelance,120,208,15000,0,1500,1713
1,owner,36,40,married,yes_rec,freelance,75,59,4000,0,800,800
21,rent,36,37,married,no_rec,fixed,74,135,450,0,240,1275
18,other,36,47,married,no_rec,fixed,35,120,0,0,600,1418
12,parents,36,30,single,no_rec,fixed,35,170,0,0,1100,1542
1,owner,48,28,married,no_rec,freelance,60,198,3000,0,1800,2196
10,owner,60,29,married,yes_rec,fixed,60,310,3000,0,1600,1849
20,rent,60,40,married,no_rec,fixed,92,170,0,0,1000,2415
8,owner,60,24,widow,no_rec,fixed,35,79,4000,0,850,950
30,owner,36,47,married,no_rec,fixed,60,190,5000,0,800,950
3,rent,48,21,married,no_rec,fixed,58,230,0,0,1150,1316
7,owner,60,19,married,no_rec,fixed,45,106,2500,0,1200,1258
22,parents,36,35,married,no_rec,fixed,75,126,0,0,1000,1688
2,rent,36,22,married,no_rec,fixed,45,102,0,0,600,650
2,rent,60,36,married,yes_rec,fixed,57,124,0,0,1200,1496
4,owner,60,32,married,no_rec,freelance,35,128,18000,0,800,1560
2,rent,60,19,married,no_rec,fixed,55,100,4000,0,1750,1900
10,owner,48,26,married,no_rec,fixed,60,180,7500,1200,1000,1480
25,other,18,38,married,no_rec,fixed,75,85,700,0,400,1205
10,owner,24,42,married,no_rec,fixed,60,131,6000,0,250,1400
13,owner,60,36,married,no_rec,fixed,75,89,2000,0,1000,1274
5,rent,36,35,separated,no_rec,fixed,43,75,0,0,400,650
3,owner,36,35,married,no_rec,fixed,75,125,3500,0,800,1200
3,owner,60,22,married,no_rec,fixed,75,122,4000,0,1400,1702
0,rent,18,29,married,yes_rec,partime,98,81,0,0,300,450
20,owner,60,49,married,no_rec,fixed,35,100,5000,0,1600,2500
31,owner,48,51,married,no_rec,fixed,35,144,3000,0,850,928
12,rent,36,26,married,yes_rec,fixed,73,131,0,0,200,200
1,owner,60,47,married,no_rec,fixed,60,250,3000,0,1550,1850
1,rent,60,33,married,no_rec,partime,58,130,0,0,1450,1593
1,parents,36,21,single,yes_rec,partime,35,335,0,0,600,700
4,owner,48,27,married,no_rec,fixed,45,208,6500,5000,1000,1323
0,parents,60,18,single,no_rec,partime,35,205,0,0,1100,1258
12,owner,36,38,married,no_rec,fixed,45,70,5000,0,700,1487
1,owner,24,28,married,no_rec,fixed,45,130,3000,0,800,1465
1,priv,60,36,married,yes_rec,partime,45,93,3000,0,1900,2230
20,priv,60,35,married,no_rec,fixed,75,83,3000,0,1300,1435
6,owner,30,40,married,no_rec,fixed,90,125,3000,0,1050,1559
12,owner,36,45,married,no_rec,fixed,75,190,5000,0,1070,1500
5,rent,36,18,married,no_rec,fixed,68,81,0,0,400,400
12,owner,36,41,married,no_rec,freelance,45,58,8000,0,500,500
7,parents,24,40,single,no_rec,fixed,35,96,0,0,300,600
2,owner,60,19,married,no_rec,fixed,60,243,2500,1980,1250,1451
0,priv,60,37,married,no_rec,partime,35,210,1500,0,1250,1518
0,rent,48,39,married,no_rec,freelance,90,123,0,0,600,700
2,parents,60,17,single,yes_rec,fixed,35,110,0,0,1360,1435
10,parents,36,23,married,no_rec,freelance,45,230,0,0,1700,2300
2,other,36,24,single,no_rec,fixed,35,70,0,0,300,850
30,ignore,60,50,married,no_rec,freelance,45,81,19000,0,900,1560
5,owner,60,60,married,no_rec,others,45,222,12000,0,600,1264
2,owner,24,15,single,no_rec,fixed,45,176,5000,0,700,1299
10,rent,48,35,married,no_rec,partime,66,60,0,0,500,820
1,owner,36,47,married,yes_rec,freelance,60,232,100000,20000,1500,2340
33,rent,24,63,married,no_rec,freelance,65,200,5000,2000,600,1350
3,owner,60,34,married,no_rec,fixed,90,150,5000,0,850,996
17,priv,60,43,married,yes_rec,freelance,60,69,7000,0,1400,1813
15,owner,24,34,married,no_rec,fixed,60,180,4500,0,590,1793
1,rent,60,47,separated,yes_rec,fixed,68,327,0,0,700,819
2,owner,60,21,married,no_rec,fixed,45,160,3500,0,1300,1855
4,parents,48,35,married,no_rec,freelance,90,20,0,0,1850,2143
8,owner,60,36,married,no_rec,fixed,60,70,5000,0,900,1300
15,owner,36,42,married,no_rec,fixed,75,230,13000,1400,1400,1568
0,other,42,18,single,no_rec,partime,35,56,0,0,1100,1135
12,parents,24,23,single,no_rec,fixed,35,102,4000,0,250,1150
1,parents,24,17,single,no_rec,partime,35,80,0,0,150,400
6,owner,60,23,married,no_rec,fixed,60,102,5000,0,700,1355
0,owner,60,28,married,no_rec,partime,45,128,4500,0,1250,1442
5,rent,36,46,married,no_rec,fixed,63,184,0,0,635,785
4,owner,24,21,single,no_rec,fixed,35,136,2500,0,450,950
11,owner,36,50,divorced,no_rec,fixed,35,182,2000,0,500,1135
15,owner,60,45,widow,no_rec,fixed,45,156,9800,0,700,1136
1,priv,48,58,married,no_rec,others,35,109,2000,0,500,1400
1,owner,60,35,married,no_rec,fixed,45,137,3000,180,1700,1777
11,owner,60,25,single,no_rec,fixed,35,53,875,325,750,850
1,other,48,21,single,no_rec,partime,35,116,2000,0,1100,1123
17,ignore,60,50,married,no_rec,fixed,60,157,8000,0,1600,1600
5,owner,6,39,married,no_rec,fixed,75,315,13000,0,500,2624
0,rent,36,37,single,yes_rec,partime,48,129,0,0,525,525
0,rent,60,26,married,no_rec,others,60,104,5000,0,1300,1572
2,owner,60,30,married,no_rec,others,60,175,2500,0,1250,1412
0,owner,24,28,separated,no_rec,fixed,35,170,3000,0,600,1589
6,owner,60,17,single,no_rec,fixed,45,233,10000,0,850,1014
4,parents,36,22,separated,yes_rec,fixed,35,110,0,0,300,550
4,priv,36,33,married,no_rec,partime,75,170,5000,1500,650,700
0,owner,48,23,married,no_rec,partime,60,155,4500,1641,800,1376
8,priv,36,34,married,no_rec,fixed,60,135,4000,1500,1300,1504
31,owner,60,42,married,no_rec,fixed,60,175,8000,1500,1000,1330
2,parents,24,18,single,no_rec,freelance,35,63,20000,0,600,2143
1,parents,48,31,married,no_rec,partime,60,45,0,0,1200,1401
6,other,60,15,married,no_rec,fixed,45,130,0,0,1250,1404
1,other,60,28,single,no_rec,partime,35,96,0,0,700,1640
0,rent,60,19,single,no_rec,fixed,63,182,2500,0,900,1325
20,owner,24,40,married,no_rec,fixed,75,130,5000,0,450,1318
2,owner,60,24,married,yes_rec,fixed,60,185,6300,2300,2000,2675
10,rent,36,26,married,no_rec,fixed,90,153,0,0,175,675
11,parents,12,24,married,no_rec,fixed,60,54,0,0,600,1683
10,rent,60,37,married,no_rec,fixed,76,158,5000,0,1000,1000
7,rent,36,20,married,no_rec,fixed,69,93,0,0,250,400
15,rent,60,28,married,yes_rec,freelance,64,36,0,0,1150,1150
5,parents,12,36,married,no_rec,freelance,35,134,0,0,900,1925
10,parents,48,53,married,no_rec,others,35,450,2500,0,1200,1505
7,rent,36,28,married,no_rec,freelance,78,178,0,0,700,1033
8,rent,36,31,married,no_rec,fixed,78,179,0,0,900,1503
1,owner,60,26,married,no_rec,fixed,60,94,2500,0,900,1236
3,priv,36,15,married,no_rec,fixed,45,50,1500,100,1000,1387
35,owner,48,49,married,no_rec,fixed,60,217,5000,0,1250,1455
4,rent,60,29,married,yes_rec,fixed,100,247,0,0,1700,2278
2,parents,36,34,married,yes_rec,fixed,60,87,0,0,2000,2300
8,rent,48,19,single,no_rec,fixed,49,135,0,0,1000,1274
11,owner,60,21,married,no_rec,fixed,45,81,4000,1800,1000,1206
12,parents,60,27,married,no_rec,fixed,35,105,0,0,1400,1780
1,rent,60,35,married,no_rec,fixed,57,120,0,0,1500,1737
2,parents,36,25,married,yes_rec,partime,60,203,0,0,600,1549
3,parents,60,18,single,no_rec,freelance,35,110,8000,2000,1550,1750
10,owner,48,39,married,no_rec,fixed,75,450,12000,0,1030,1128
0,rent,60,25,married,no_rec,fixed,70,100,2000,0,1150,1265
1,parents,60,20,single,no_rec,fixed,35,105,0,0,1100,1222
0,owner,24,23,married,no_rec,partime,45,219,6000,0,600,943
11,owner,60,20,married,no_rec,fixed,45,125,2500,700,1300,1557
0,other,30,16,single,no_rec,partime,35,162,0,0,400,400
22,owner,36,40,married,no_rec,fixed,75,260,3000,0,1200,2267
2,rent,60,36,separated,no_rec,fixed,41,58,0,0,1000,1189
0,owner,60,42,married,yes_rec,partime,60,50,15000,0,1300,1841
6,rent,36,31,married,yes_rec,fixed,56,208,0,0,600,1432
3,parents,60,28,single,no_rec,fixed,35,167,10000,0,2000,2250
4,parents,48,16,single,no_rec,fixed,35,60,4000,0,600,1320
19,rent,18,34,single,no_rec,fixed,45,100,0,0,450,997
2,owner,36,19,married,yes_rec,fixed,35,160,3100,400,800,1928
10,owner,36,41,married,yes_rec,freelance,90,200,3000,0,2000,2985
14,parents,60,26,married,no_rec,fixed,35,100,0,0,1500,1500
1,rent,36,20,single,no_rec,fixed,49,135,0,0,600,675
5,owner,60,44,married,no_rec,fixed,35,121,3000,0,1200,1642
0,owner,24,49,married,yes_rec,freelance,45,185,60000,0,1400,1640
1,parents,60,40,married,yes_rec,fixed,60,92,6000,0,1220,1466
0,rent,60,25,married,no_rec,fixed,64,188,0,0,1400,1475
1,parents,36,19,single,yes_rec,partime,35,50,0,0,1750,1850
0,parents,18,28,single,no_rec,fixed,35,112,6000,0,450,1196
7,owner,36,28,married,no_rec,fixed,45,208,4000,0,500,1288
0,rent,60,31,married,yes_rec,partime,75,150,0,0,1500,1642
9,rent,48,51,married,no_rec,freelance,140,350,0,0,1400,1571
3,owner,60,48,married,no_rec,fixed,45,98,3500,0,1350,1453
20,owner,48,45,married,no_rec,freelance,60,142,5000,0,650,1177
7,owner,60,29,separated,no_rec,fixed,35,96,8000,0,850,1213
0,owner,60,24,married,no_rec,partime,75,70,4500,0,1150,1683
4,owner,48,44,single,yes_rec,fixed,35,183,8000,0,1200,1531
3,rent,36,18,married,no_rec,partime,53,79,0,0,600,650
1,parents,48,17,married,no_rec,fixed,45,117,0,0,768,896
28,owner,24,40,married,no_rec,fixed,75,164,5000,0,600,1190
6,owner,60,28,married,yes_rec,fixed,45,103,10000,0,1000,1658
5,owner,60,27,married,no_rec,fixed,35,124,4000,0,2000,3400
27,owner,48,57,married,no_rec,fixed,60,260,4000,500,800,886
2,priv,36,27,married,no_rec,fixed,75,80,2500,0,1300,1813
1,parents,48,16,single,no_rec,partime,35,60,0,0,1350,1601
10,owner,60,27,married,no_rec,fixed,45,419,5500,2500,1300,1995
9,owner,60,35,separated,yes_rec,fixed,35,67,1600,0,800,935
5,parents,48,48,married,no_rec,fixed,60,50,0,0,650,869
2,parents,12,21,single,no_rec,fixed,35,105,0,0,360,1258
7,owner,36,33,married,yes_rec,fixed,45,85,3400,1500,450,550
19,owner,60,41,married,no_rec,freelance,60,190,7000,0,1500,2755
20,rent,60,30,single,no_rec,fixed,56,110,0,0,1000,1279
2,rent,60,21,married,yes_rec,fixed,70,98,0,0,1100,1240
15,owner,60,51,married,yes_rec,freelance,45,155,10500,0,1250,1392
0,owner,48,19,married,no_rec,partime,45,95,5000,0,1000,1601
13,owner,60,31,married,no_rec,fixed,45,72,3500,45,1400,1625
2,other,60,36,separated,no_rec,freelance,35,100,5000,0,1200,1450
0,owner,24,41,married,no_rec,fixed,90,140,30000,0,350,1571
0,priv,12,34,married,no_rec,fixed,45,178,2000,0,150,550
16,owner,48,36,married,no_rec,fixed,45,108,9000,0,1150,1235
1,owner,60,31,married,yes_rec,freelance,45,41,4000,2000,1500,1743
12,owner,60,22,married,no_rec,fixed,60,72,2500,1300,750,758
0,owner,60,27,married,yes_rec,fixed,45,142,7000,3000,1250,1566
2,parents,48,22,married,no_rec,fixed,45,164,0,0,1100,1464
0,owner,36,32,married,no_rec,freelance,75,150,7000,1500,500,720
2,owner,60,28,married,no_rec,fixed,35,146,8000,2000,1000,1844
12,owner,48,30,married,no_rec,fixed,60,90,4500,0,900,1097
20,owner,36,31,married,yes_rec,fixed,75,130,3500,0,1500,2000
4,owner,60,37,married,no_rec,others,105,88,3500,108,1000,1025
5,priv,36,45,married,no_rec,fixed,60,165,8000,0,750,875
1,rent,60,28,married,no_rec,partime,85,250,5000,0,1700,1878
11,owner,36,21,married,no_rec,fixed,60,146,5000,1300,400,1206
12,other,36,36,single,no_rec,fixed,35,100,0,0,500,1600
5,owner,60,22,married,no_rec,fixed,75,66,3000,0,600,850
25,owner,60,38,married,no_rec,freelance,60,62,12000,0,1000,1627
12,owner,60,38,married,yes_rec,fixed,75,254,14000,2900,1200,1698
17,rent,48,31,married,no_rec,fixed,61,162,0,0,1000,1641
5,rent,60,37,married,yes_rec,freelance,113,83,0,0,1530,1530
10,owner,36,42,married,no_rec,fixed,60,133,3000,0,360,360
18,owner,24,47,married,no_rec,fixed,75,113,11000,0,370,1555
11,rent,36,47,married,no_rec,fixed,93,176,0,0,350,350
5,other,60,28,single,no_rec,fixed,35,57,0,0,1000,1415
15,owner,60,27,married,no_rec,fixed,45,108,4500,0,1100,1213
0,parents,48,17,single,no_rec,freelance,45,134,0,0,4000,4500
1,rent,48,32,married,yes_rec,partime,72,116,6000,0,1400,1661
9,owner,60,48,married,no_rec,freelance,60,51,8000,3000,1450,1970
20,parents,60,31,married,no_rec,fixed,60,121,0,0,850,935
13,owner,48,32,married,no_rec,fixed,60,205,5000,0,600,1243
8,owner,60,23,married,no_rec,freelance,60,200,9000,0,750,850
10,owner,24,47,married,no_rec,fixed,75,318,4500,700,700,2004
38,owner,24,51,married,yes_rec,fixed,75,98,7000,0,300,1308
8,other,60,36,married,no_rec,freelance,45,62,0,0,1800,2101
8,parents,36,21,single,no_rec,others,35,164,0,0,1300,1500
4,rent,60,23,married,no_rec,fixed,79,190,4000,0,1250,1250
0,owner,48,20,single,no_rec,fixed,35,126,2800,0,1170,1372
17,rent,24,35,married,yes_rec,fixed,58,128,0,0,700,982
3,rent,36,34,married,no_rec,fixed,90,150,0,0,300,700
19,rent,60,37,single,no_rec,fixed,43,78,0,0,730,1070
5,rent,48,44,widow,yes_rec,freelance,45,103,0,0,1000,2193
0,owner,48,23,married,no_rec,fixed,45,80,1500,0,1260,1634
11,owner,60,28,widow,no_rec,fixed,45,90,8000,0,850,1105
25,owner,48,47,married,no_rec,fixed,45,200,3000,0,800,1300
10,other,42,21,single,no_rec,fixed,35,67,0,0,800,1400
0,owner,36,37,married,no_rec,freelance,75,39,10000,0,800,1150
15,owner,48,26,married,no_rec,fixed,60,131,3000,0,770,872
9,other,60,26,married,no_rec,fixed,60,130,0,0,1500,1700
10,priv,60,43,married,no_rec,fixed,35,161,9000,0,900,1100
7,rent,36,24,married,no_rec,fixed,58,125,0,0,1100,1350
16,rent,48,27,single,yes_rec,fixed,47,120,0,0,800,1224
25,other,48,45,separated,yes_rec,fixed,35,89,0,0,800,2300
13,owner,60,37,married,no_rec,fixed,60,107,4000,0,1000,1359
0,parents,24,16,single,yes_rec,partime,35,126,0,0,1150,1586
4,owner,60,33,married,no_rec,fixed,75,145,4500,0,1450,1657
6,rent,60,40,married,no_rec,fixed,59,139,0,0,1350,1612
3,other,60,16,single,no_rec,fixed,35,146,0,0,1400,1646
0,owner,36,56,married,no_rec,others,45,111,6000,0,750,857
30,owner,60,59,married,no_rec,fixed,45,120,14000,0,1125,1300
4,owner,48,45,married,no_rec,freelance,75,260,81,0,900,1073
25,owner,60,39,married,no_rec,fixed,45,125,2500,0,1200,1570
1,owner,60,25,married,no_rec,freelance,35,236,3500,1000,1000,1514
4,owner,12,20,married,no_rec,fixed,45,65,2000,0,350,1571
30,owner,48,51,married,yes_rec,fixed,45,75,6000,0,1300,1423
3,parents,48,15,single,no_rec,freelance,35,124,7000,0,1000,1362
10,owner,24,45,married,no_rec,freelance,60,100,4000,0,700,1461
18,priv,36,40,married,no_rec,fixed,45,220,20000,0,800,1600
1,owner,36,36,married,no_rec,fixed,75,400,5500,0,1800,2600
43,other,24,55,married,no_rec,fixed,60,185,0,0,319,1669
1,rent,60,19,married,no_rec,fixed,57,124,0,0,1530,1586
2,owner,60,23,married,no_rec,freelance,35,196,7000,3950,1600,1678
7,owner,48,32,married,no_rec,fixed,75,145,6000,0,1250,1650
10,priv,18,40,married,yes_rec,freelance,35,47,4000,350,375,475
20,owner,36,42,married,no_rec,fixed,75,203,4000,0,1050,1258
13,rent,36,39,married,yes_rec,freelance,84,85,0,0,1150,1325
12,owner,48,35,married,no_rec,fixed,75,293,4000,0,1298,1298
1,owner,48,20,married,no_rec,partime,35,63,3500,0,890,890
19,owner,60,42,married,yes_rec,freelance,90,166,12500,1000,875,875
0,parents,48,26,single,no_rec,partime,35,65,2500,0,1000,1560
16,owner,48,50,married,no_rec,fixed,45,120,2500,0,650,1551
18,owner,36,40,married,no_rec,freelance,60,112,4500,0,700,1360
3,parents,60,20,single,no_rec,partime,35,225,0,0,1130,1130
20,parents,60,41,single,no_rec,fixed,35,108,8000,0,550,1106
6,owner,48,30,married,no_rec,freelance,45,200,7000,0,1540,1603
2,priv,60,41,married,no_rec,freelance,105,200,4000,500,900,987
12,rent,48,31,married,no_rec,fixed,80,195,0,0,1800,2272
15,owner,36,38,married,no_rec,fixed,75,251,4000,0,1800,2557
13,parents,60,23,married,no_rec,fixed,35,138,0,0,1080,1192
0,parents,36,51,married,yes_rec,fixed,35,102,6000,0,1000,1606
0,owner,60,34,married,yes_rec,fixed,45,150,23000,5000,1050,1625
18,owner,60,27,single,no_rec,fixed,35,133,3500,150,1600,2200
4,parents,60,23,married,no_rec,partime,45,135,0,0,1350,1471
1,owner,36,22,single,no_rec,fixed,35,208,9000,0,1000,1651
15,owner,36,33,married,yes_rec,freelance,45,110,7000,0,450,550
1,owner,36,37,married,no_rec,partime,60,62,3000,0,300,450
0,rent,60,16,married,no_rec,freelance,35,124,16000,0,1000,1000
15,owner,12,41,separated,no_rec,freelance,35,85,15000,0,1000,1862
1,rent,60,24,married,no_rec,fixed,73,133,0,0,1000,1158
1,parents,48,13,single,no_rec,partime,35,81,0,0,1150,1314
0,owner,24,58,widow,no_rec,others,35,92,40000,0,1150,2244
20,owner,36,35,single,yes_rec,freelance,35,214,8500,400,750,1100
12,priv,36,46,married,no_rec,fixed,45,130,4000,0,1200,1400
15,owner,48,48,married,no_rec,freelance,75,100,17000,0,500,1114
19,owner,60,51,married,yes_rec,fixed,45,298,8000,0,1700,2195
5,owner,60,53,married,no_rec,freelance,45,93,45000,0,1500,2090
3,parents,48,19,single,no_rec,fixed,35,55,3000,0,850,875
9,owner,18,47,married,no_rec,fixed,60,154,5500,0,500,1531
5,owner,36,21,married,yes_rec,freelance,45,150,7000,0,1500,2588
5,owner,60,38,married,yes_rec,freelance,75,166,7000,700,1000,1040
15,owner,60,32,married,no_rec,fixed,60,318,7000,0,1900,2400
8,rent,48,34,married,no_rec,freelance,66,60,0,0,700,1580
20,other,60,31,married,no_rec,fixed,75,210,0,0,1330,1330
3,owner,60,21,married,no_rec,fixed,45,128,3000,0,1300,1790
2,rent,48,40,married,no_rec,freelance,47,124,0,0,1600,1895
11,priv,36,39,married,no_rec,fixed,90,89,2000,100,250,450
0,rent,36,29,single,no_rec,partime,44,85,0,0,325,375
5,owner,60,45,married,no_rec,partime,60,81,5000,0,1540,1770
1,owner,60,24,married,yes_rec,fixed,60,111,4000,2000,750,856
2,priv,60,31,married,no_rec,fixed,75,129,3000,29,900,960
0,rent,18,19,single,no_rec,partime,39,40,0,0,300,460
19,owner,12,29,married,no_rec,freelance,75,428,32000,0,500,1030
25,owner,60,46,married,no_rec,fixed,35,93,3500,0,900,995
1,owner,48,13,single,no_rec,partime,45,111,7000,0,1100,1299
2,rent,48,31,divorced,no_rec,fixed,45,99,0,0,750,1350
0,other,48,40,married,no_rec,freelance,75,120,0,0,900,964
14,owner,36,29,married,no_rec,fixed,60,143,5000,0,1400,1939
2,parents,36,20,single,no_rec,fixed,35,110,0,0,500,1200
20,rent,60,56,married,no_rec,fixed,81,211,0,0,1475,1475
1,rent,36,18,married,no_rec,freelance,75,300,0,0,400,700
4,rent,48,22,married,no_rec,fixed,58,125,0,0,1200,1580
6,other,36,18,single,no_rec,fixed,35,68,0,0,600,1271
2,rent,48,26,married,no_rec,freelance,102,268,0,0,1400,1635
16,owner,60,37,married,no_rec,fixed,75,100,2000,0,1050,1490
6,rent,36,19,married,no_rec,fixed,66,213,0,0,1000,1064
1,parents,24,14,single,no_rec,fixed,35,28,0,0,400,600
17,owner,60,37,married,no_rec,fixed,75,134,3500,0,1000,1594
6,rent,36,31,married,yes_rec,fixed,74,138,0,0,1350,1750
17,parents,60,27,married,no_rec,fixed,75,200,6000,0,1300,1682
11,owner,48,37,married,no_rec,fixed,75,180,3500,1200,700,1703
11,owner,60,23,married,no_rec,fixed,35,82,1500,0,1090,1491
0,parents,24,17,single,no_rec,partime,35,80,0,0,650,1356
1,owner,48,17,single,yes_rec,partime,35,125,3000,0,600,1087
8,parents,36,21,married,no_rec,freelance,45,101,4000,0,1000,1500
5,owner,48,34,married,yes_rec,freelance,45,100,30000,0,1550,2294
31,rent,60,46,married,yes_rec,fixed,135,300,0,0,1000,1380
2,parents,24,19,single,no_rec,fixed,35,110,0,0,1000,1589
3,owner,60,32,married,no_rec,partime,90,166,3000,0,800,877
25,owner,60,48,divorced,yes_rec,fixed,35,67,40000,500,1200,1550
10,owner,36,27,married,no_rec,freelance,75,202,2100,0,900,900
10,owner,60,42,separated,no_rec,fixed,35,229,7000,0,2550,3500
4,parents,48,24,married,no_rec,fixed,45,194,0,0,1200,1374
10,owner,60,21,married,no_rec,fixed,35,73,4000,2000,1700,1900
4,rent,36,30,married,no_rec,partime,52,72,0,0,350,899
17,parents,36,28,separated,yes_rec,fixed,35,96,0,0,475,475
3,rent,48,28,single,no_rec,freelance,45,100,0,0,1350,1518
13,priv,60,25,married,yes_rec,fixed,75,85,3500,0,1100,1417
5,owner,60,32,married,yes_rec,freelance,75,75,12000,0,900,1014
4,owner,24,39,married,no_rec,freelance,75,86,5000,0,900,1100
0,owner,12,44,widow,no_rec,freelance,60,134,21000,0,1800,2309
25,owner,24,49,married,no_rec,freelance,75,215,15000,0,1500,2070
45,owner,12,55,married,no_rec,freelance,35,52,19000,0,550,1240
0,other,36,43,married,yes_rec,freelance,45,89,0,0,1600,2053
14,owner,48,43,married,yes_rec,fixed,60,107,5000,0,850,1801
13,priv,48,31,married,no_rec,fixed,75,81,4750,0,1200,1385
6,owner,60,45,married,no_rec,fixed,60,260,6000,0,1650,1800
1,parents,48,21,single,no_rec,freelance,35,500,0,0,1300,1561
2,rent,60,44,married,no_rec,fixed,51,155,0,0,1500,1550
2,owner,24,44,single,no_rec,freelance,35,150,32000,0,800,816
2,rent,36,27,married,no_rec,fixed,63,175,0,0,1000,1230
14,owner,60,30,married,no_rec,fixed,35,80,3500,0,1100,1622
4,rent,12,16,single,no_rec,fixed,52,70,0,0,400,700
3,owner,18,34,married,yes_rec,fixed,90,138,7000,0,500,700
3,parents,60,30,married,yes_rec,fixed,35,410,0,0,2000,2228
5,parents,48,20,single,no_rec,fixed,35,78,0,0,1000,1154
11,parents,48,32,single,no_rec,fixed,35,199,10000,0,1100,1212
5,owner,12,55,married,no_rec,fixed,60,125,5000,0,400,1361
16,owner,60,26,married,no_rec,fixed,35,218,14000,2800,300,1373
20,rent,36,34,married,no_rec,freelance,92,170,12000,0,950,980
6,owner,60,24,married,no_rec,fixed,60,115,6000,2000,1250,1780
6,owner,24,40,married,no_rec,freelance,90,150,5000,0,250,450
